,word,freq
4087,including,1
4088,conversations,1
4089,seem,1
4090,friend,2
4091,night,1
4092,pacific_beneficial,3
4093,mortgage_company,3
4094,position,1
4095,alex,6
4096,alex_jocovic,1
4097,start_finish,1
4098,commented,2
4099,realtor,4
4100,familiar,1
4101,admiration,1
4102,caution,1
4103,complimented,1
4104,daunting,1
4105,early,1
4106,either,1
4107,everything_went,1
4108,full,1
4109,glitch,1
4110,inwhen,1
4111,lenderafter,1
4112,lyon,1
4113,morning,1
4114,napa,1
4115,normal,1
4116,north,1
4117,occasions,1
4118,officer,1
4119,professionalism,1
4120,progressed,1
4121,purchases,1
4122,put,2
4123,recommending,1
4124,refused,1
4125,search,1
4126,sitting,1
4127,southern,1
4128,susan,1
4129,susans,1
4130,switch,1
4131,task,1
4132,process,1
4133,responsive,1
4134,extremely,1
4135,throughout,1
4136,courteous,1
4137,pleasure_work,1
4138,june,1
4139,attentive,1
4140,addition,1
4141,process,1
4142,extremely,1
4143,throughout,1
4144,jason,1
4145,attentive,1
4146,straightforward,1
4147,responsive,1
4148,honest,1
4149,jason,1
4150,june,1
4151,bean,1
4152,lee,1
4153,helped,1
4154,excellent,1
4155,mortgage,1
4156,time,1
4157,loan_officer,1
4158,pleasure_working,1
4159,responsive,1
4160,overall,1
4161,closed,1
4162,house,1
4163,looking,1
4164,experience_working,1
4165,two,1
4166,close,1
4167,due,1
4168,patient,1
4169,finally,1
4170,houses,1
4171,read,1
4172,failed,1
4173,contract,1
4174,consistently,1
4175,make_sure,1
4176,three,1
4177,pacific_beneficial,1
4178,personable,1
4179,alex,4
4180,conditions,1
4181,escrows,2
4182,follow,1
4183,unfortunate,1
4184,helped,1
4185,excellent,1
4186,mortgage,1
4187,time,1
4188,loan_officer,1
4189,pleasure_working,1
4190,responsive,1
4191,overall,1
4192,closed,1
4193,house,1
4194,looking,1
4195,experience_working,1
4196,two,1
4197,close,1
4198,due,1
4199,patient,1
4200,finally,1
4201,houses,1
4202,read,1
4203,failed,1
4204,contract,1
4205,consistently,1
4206,make_sure,1
4207,three,1
4208,pacific_beneficial,1
4209,personable,1
4210,alex,3
4211,alex_jocovic,1
4212,conditions,1
4213,escrows,2
4214,follow,1
4215,unfortunate,1
4216,great,1
4217,first_time,1
4218,home,1
4219,buyers,1
4220,process,1
4221,much,1
4222,highly_recommend,1
4223,previous,1
4224,time,1
4225,customer_service,1
4226,family,1
4227,answered,1
4228,questions,1
4229,great,2
4230,first_time,1
4231,also,1
4232,home,1
4233,purchase,1
4234,even,1
4235,every,1
4236,times,1
4237,experience_working,1
4238,close,1
4239,buyers,1
4240,first_home,1
4241,able,1
4242,escrow,1
4243,read,1
4244,contract,1
4245,though,1
4246,accommodating,1
4247,apartment,1
4248,becomes,1
4249,faster,1
4250,kirk,2
4251,leasing,1
4252,mostly,1
4253,provides,1
4254,repetitive,1
4255,satisfaction,1
4256,sisters,1
4257,smoother,1
4258,mortgage,1
4259,experience,1
4260,loan,2
4261,money,1
4262,entire,1
4263,happy,1
4264,less,1
4265,provided,1
4266,original,1
4267,back,2
4268,closed,1
4269,email,3
4270,extremely,1
4271,got,1
4272,situation,1
4273,around,1
4274,get,2
4275,lender,4
4276,phone,1
4277,told,1
4278,via,1
4279,first_time,1
4280,home,2
4281,take,1
4282,want,1
4283,wanted,2
4284,know,1
4285,better,1
4286,share,1
4287,customer,3
4288,rate,1
4289,said,3
4290,continue,1
4291,could,2
4292,day,1
4293,never,1
4294,times,1
4295,asking,1
4296,credit,2
4297,upfront,1
4298,call,3
4299,mortgage_broker,1
4300,reach,1
4301,two,1
4302,close,1
4303,despite,1
4304,called,4
4305,originally,1
4306,cost,2
4307,promised,1
4308,buyers,1
4309,offered,1
4310,potential,3
4311,going,2
4312,adam,2
4313,received,4
4314,spoke,2
4315,amount,2
4316,however,1
4317,instructed,1
4318,letter,1
4319,used,1
4320,contacted,1
4321,never_heard,1
4322,response,6
4323,asked,2
4324,customers,2
4325,reviews,1
4326,check,1
4327,read,1
4328,local,1
4329,fact,2
4330,receive,3
4331,thought,1
4332,see,1
4333,paid,2
4334,treated,1
4335,final,1
4336,pay,3
4337,shop,1
4338,next,1
4339,appraisal,10
4340,review,1
4341,left,2
4342,statement,1
4343,unpleasant,1
4344,explain,1
4345,paying,3
4346,action,1
4347,ended,1
4348,stated,2
4349,pacific_beneficial,3
4350,adam_carrion,2
4351,status,1
4352,kirk,17
4353,accommodate,1
4354,accusing,1
4355,admin,1
4356,began,1
4357,boss,3
4358,brokerage,1
4359,commission,1
4360,compete,1
4361,confirmed,1
4362,cover,1
4363,disappointing,1
4364,displeasure,1
4365,entering,1
4366,extorting,1
4367,gay,1
4368,homebuyer,1
4369,kirks,2
4370,leaving,1
4371,lendingtree,1
4372,lengths,1
4373,misled,1
4374,nominal,1
4375,occurred,1
4376,offering,1
4377,office,1
4378,permission,1
4379,powers,1
4380,reached,4
4381,reaching,1
4382,receiving,1
4383,reimbursed,3
4384,stating,1
4385,terribly,1
4386,via_email,4
4387,voicemail,3
4388,voicing,1
4389,wanting,1
4390,writing,3
4391,process,2
4392,refinance,1
4393,experience,1
4394,happy,1
4395,couldnt,1
4396,worked,1
4397,completely,1
4398,within,1
4399,completed,1
4400,requests,1
4401,respond,1
4402,fast,1
4403,jason,1
4404,june,1
4405,depends,1
4406,easier,1
4407,funded,1
4408,month,1
4409,process,2
4410,refinance,1
4411,helpful,1
4412,experience,1
4413,highly_recommend,1
4414,loan,1
4415,happy,1
4416,customer_service,1
4417,questions,1
4418,quick,1
4419,couldnt,1
4420,ask,1
4421,different,1
4422,worked,1
4423,completely,1
4424,amazing,1
4425,within,1
4426,patient,1
4427,skills,1
4428,completed,1
4429,requests,1
4430,respond,1
4431,knowledge,1
4432,read,1
4433,give,1
4434,terms,1
4435,rates,1
4436,definitely,1
4437,fast,1
4438,jason,1
4439,june,2
4440,depends,1
4441,easier,1
4442,funded,1
4443,month,1
4444,accountant,1
4445,amounts,1
4446,lots,1
4447,updated,1
4448,find,1
4449,mortgage,1
4450,product,1
4451,without,1
4452,support,1
4453,thorough,1
4454,loan_officer,1
4455,everything,1
4456,business,1
4457,company,1
4458,people,2
4459,staff,1
4460,ever,1
4461,true,1
4462,said,1
4463,specifically,1
4464,could,1
4465,day,1
4466,expert,1
4467,met,1
4468,honestly,1
4469,read,1
4470,helping,1
4471,informative,1
4472,expectations,1
4473,age,1
4474,conversations,1
4475,fortunate,1
4476,accommodating,1
4477,anderson,1
4478,competitors,1
4479,efficient,1
4480,enough,1
4481,exceeded,1
4482,holds,1
4483,meeting,1
4484,pacific,1
4485,rowel,1
4486,sizing,1
4487,summer,1
4488,works,1
4489,helpful,1
4490,dealing,1
4491,experience,1
4492,loan,3
4493,right,1
4494,time,1
4495,way,1
4496,loan_officer,1
4497,got,1
4498,questions,1
4499,anything,1
4500,knowledgeable,1
4501,best,1
4502,ever,1
4503,every_step,1
4504,recommend,1
4505,future,1
4506,related,2
4507,call,1
4508,friendly,1
4509,promised,1
4510,patient,1
4511,record,1
4512,anyone,1
4513,read,1
4514,answer,1
4515,available,1
4516,need,1
4517,everyone,1
4518,absolutely,1
4519,rowel,2
4520,choosing,1
4521,eager,1
4522,endeavor,1
4523,extraordinarily,1
4524,matter,1
4525,precisely,1
4526,service,1
4527,loan,1
4528,provided,1
4529,timely,1
4530,quickly,1
4531,friendly,1
4532,close,1
4533,bring,1
4534,friendly,1
4535,efficient,1
4536,professional,1
4537,quick,1
4538,friendly,1
4539,cost,1
4540,effective,1
4541,refinance,1
4542,encountered,1
4543,time,1
4544,responsive,1
4545,questions,1
4546,definitely_recommend,1
4547,future,1
4548,call,1
4549,worked,1
4550,incredibly,1
4551,services,1
4552,pleasure_work,1
4553,pacific_beneficial,2
4554,rowel,1
4555,enriquez,1
4556,gladly,1
4557,issuesi,1
4558,refinance,1
4559,encountered,1
4560,time,1
4561,responsive,1
4562,questions,1
4563,definitely_recommend,1
4564,future,1
4565,ask,1
4566,incredibly,1
4567,services,1
4568,pleasure_work,1
4569,rowel,1
4570,gladly,1
4571,issuesi,1
4572,documents,1
4573,online,1
4574,signing,1
4575,difficulty,1
4576,slight,1
4577,easy,1
4578,work,1
4579,good,1
4580,accommodating,1
4581,products,1
4582,helped,1
4583,money,1
4584,thanks,1
4585,help,1
4586,loan_officer,1
4587,really,1
4588,patient,1
4589,definitely,1
4590,big,1
4591,friend,1
4592,closing_cost,1
4593,refer,1
4594,save,1
4595,process,1
4596,thank,1
4597,service,1
4598,easy,1
4599,knowledgeable,1
4600,great,1
4601,first_time,1
4602,home,1
4603,made,1
4604,throughout,1
4605,rate,1
4606,refinanced,1
4607,kirk,1
4608,professional,1
4609,excellent,1
4610,courteous,1
4611,worked,1
4612,explained,1
4613,contact,1
4614,meet,1
4615,details,1
4616,discussions,1
4617,maurice,1
4618,timelines,1
4619,overall,1
4620,rate,1
4621,mistakes,1
4622,required,1
4623,good,1
4624,cost,1
4625,received,1
4626,peter,1
4627,paperwork,1
4628,signed,1
4629,nothing,1
4630,job,2
4631,fine,1
4632,forms,1
4633,minor,1
4634,prevailing,1
4635,repeated,1
4636,worrying,1
4637,worth,1
4638,refinance,1
4639,without,1
4640,took,1
4641,making,1
4642,everything,1
4643,staff,1
4644,werent,1
4645,also,1
4646,new,1
4647,rate,2
4648,could,1
4649,day,1
4650,documents,1
4651,request,1
4652,caused,1
4653,broker,1
4654,seemed,1
4655,worked,1
4656,close,1
4657,due,1
4658,challenging,1
4659,despite,1
4660,getting,1
4661,accurate,1
4662,thru,1
4663,months,1
4664,problem,1
4665,requests,1
4666,knowledge,1
4667,read,1
4668,local,1
4669,lock,1
4670,following,1
4671,see,1
4672,line,1
4673,probably,1
4674,alex,1
4675,reading,1
4676,put,1
4677,apparently,1
4678,assumptions,1
4679,assurances,1
4680,borrowerif,1
4681,brokers,1
4682,comparable,1
4683,correspondence,1
4684,delay,2
4685,discovered,1
4686,entirely,1
4687,extendedmost,1
4688,finish,1
4689,fully,1
4690,holding,1
4691,instances,1
4692,likely,1
4693,numerous,1
4694,pattern,1
4695,piecemeal,1
4696,quicken,2
4697,significant,1
4698,thisbut,1
4699,zelada,1
4700,mortgage,1
4701,experience,1
4702,loan,2
4703,money,1
4704,entire,1
4705,happy,1
4706,less,1
4707,provided,1
4708,original,1
4709,back,2
4710,closed,1
4711,email,3
4712,extremely,1
4713,got,1
4714,situation,1
4715,around,1
4716,get,2
4717,lender,4
4718,phone,1
4719,told,1
4720,via,1
4721,first_time,1
4722,home,2
4723,take,1
4724,want,1
4725,wanted,2
4726,know,1
4727,better,1
4728,share,1
4729,customer,3
4730,rate,1
4731,said,3
4732,continue,1
4733,could,2
4734,day,1
4735,never,1
4736,times,1
4737,asking,1
4738,credit,2
4739,upfront,1
4740,call,3
4741,mortgage_broker,1
4742,reach,1
4743,two,1
4744,close,1
4745,despite,1
4746,called,4
4747,originally,1
4748,cost,2
4749,promised,1
4750,buyers,1
4751,offered,1
4752,potential,3
4753,going,2
4754,adam,2
4755,received,4
4756,spoke,2
4757,amount,2
4758,however,1
4759,instructed,1
4760,letter,1
4761,used,1
4762,contacted,1
4763,never_heard,1
4764,response,6
4765,asked,2
4766,customers,2
4767,reviews,1
4768,check,1
4769,read,1
4770,local,1
4771,fact,2
4772,receive,3
4773,thought,1
4774,see,1
4775,paid,2
4776,treated,1
4777,final,1
4778,pay,3
4779,shop,1
4780,next,1
4781,appraisal,10
4782,review,1
4783,left,2
4784,statement,1
4785,unpleasant,1
4786,explain,1
4787,paying,3
4788,action,1
4789,ended,1
4790,stated,2
4791,pacific_beneficial,3
4792,adam_carrion,2
4793,status,1
4794,kirk,17
4795,accommodate,1
4796,accusing,1
4797,admin,1
4798,began,1
4799,boss,3
4800,brokerage,1
4801,commission,1
4802,compete,1
4803,confirmed,1
4804,cover,1
4805,disappointing,1
4806,displeasure,1
4807,entering,1
4808,extorting,1
4809,gay,1
4810,homebuyer,1
4811,kirks,2
4812,leaving,1
4813,lendingtree,1
4814,lengths,1
4815,misled,1
4816,nominal,1
4817,occurred,1
4818,offering,1
4819,office,1
4820,permission,1
4821,powers,1
4822,reached,4
4823,reaching,1
4824,receiving,1
4825,reimbursed,3
4826,stating,1
4827,terribly,1
4828,via_email,4
4829,voicemail,3
4830,voicing,1
4831,wanting,1
4832,writing,3
4833,past,1
4834,customer_service,1
4835,responsiveness,1
4836,conversation,1
4837,loan_officer,1
4838,get,1
4839,didnt,1
4840,thats,1
4841,positive,1
4842,rate,1
4843,required,2
4844,seemed,1
4845,fees,1
4846,phone_call,1
4847,website,1
4848,system,1
4849,poor,1
4850,honestly,1
4851,initial,1
4852,rep,1
4853,reviews,2
4854,read,1
4855,selected,1
4856,leave,1
4857,dont,1
4858,pick,1
4859,review,1
4860,nice,1
4861,matter,1
4862,annoyed,1
4863,bad,1
4864,blank,1
4865,category,1
4866,clarification,1
4867,fair,1
4868,hope,1
4869,inquiries,1
4870,intake,1
4871,opinion,1
4872,preference,1
4873,rating,1
4874,somebody,1
4875,loan,1
4876,went,1
4877,took,2
4878,responsive,1
4879,got,1
4880,later,1
4881,another,2
4882,get,1
4883,lender,2
4884,almost,1
4885,application,2
4886,make,1
4887,even,2
4888,recommend,1
4889,cannot,1
4890,rate,1
4891,ask,1
4892,corrections,1
4893,different,1
4894,filed,1
4895,many,1
4896,frustrating,1
4897,week,3
4898,lenders,1
4899,sign,1
4900,two,1
4901,called,1
4902,applied,3
4903,sent,1
4904,errors,1
4905,poor_communication,1
4906,emailed,2
4907,asked,1
4908,customers,1
4909,docs,1
4910,read,1
4911,locked,1
4912,though,1
4913,appraisal,2
4914,review,1
4915,three,1
4916,organized,1
4917,status,1
4918,pacific,2
4919,came_across,1
4920,caring,1
4921,forever,1
4922,inquire,1
4923,nearly,1
4924,ordered,2
4925,reply,2
4926,professional,1
4927,help,1
4928,started,1
4929,time,1
4930,everything,1
4931,really,1
4932,immediately,1
4933,later,1
4934,situation,1
4935,sure,1
4936,company,3
4937,one,1
4938,application,1
4939,via,1
4940,couldnt,1
4941,make,1
4942,work,1
4943,companies,1
4944,could,1
4945,documents,1
4946,never,1
4947,send,1
4948,good,2
4949,looks,1
4950,broker,1
4951,complicated,1
4952,financial,2
4953,called,1
4954,days,1
4955,getting,1
4956,lending_tree,2
4957,makes,1
4958,adam,1
4959,note,2
4960,personal,1
4961,spoke,1
4962,sent,1
4963,steer_clear,1
4964,emailed,3
4965,explained,1
4966,initial,1
4967,responded,1
4968,tell,1
4969,paperwork,1
4970,read,1
4971,etc,1
4972,plenty,1
4973,emails,1
4974,saying,1
4975,nothing,1
4976,need,1
4977,polite,1
4978,waste,1
4979,including,1
4980,requested,1
4981,info,1
4982,notified,1
4983,advised,1
4984,applicaiton,1
4985,applicants,1
4986,arghhh,1
4987,biggie,1
4988,decision,1
4989,drop,1
4990,folks,2
4991,highly,1
4992,mental,1
4993,paranoid,1
4994,picked,1
4995,preliminary,1
4996,requesting,1
4997,shared,1
4998,somewhat,1
4999,telepathy,1
5000,update,2
5001,process,1
5002,refinance,1
5003,excellent,1
5004,mortgage,1
5005,service,1
5006,highly_recommend,1
5007,loan,1
5008,needs,1
5009,team,1
5010,entire,1
5011,time,1
5012,provided,1
5013,responsive,1
5014,knowledgeable,1
5015,great,1
5016,future,1
5017,throughout,1
5018,carla,1
5019,complicated,1
5020,entire_process,1
5021,experience_working,1
5022,hung,1
5023,kory,1
5024,nasb,1
5025,superb,1
5026,worked,1
5027,read,1
5028,professional,1
5029,refinance,1
5030,dealing,1
5031,thanks,1
5032,responsiveness,1
5033,second_none,1
5034,loan_officer,1
5035,everything,1
5036,extremely,1
5037,knowledgeable,1
5038,best,1
5039,ever,1
5040,purchase,1
5041,throughout,1
5042,different,1
5043,forward,1
5044,complicated,1
5045,entire_process,1
5046,kory,2
5047,worked,1
5048,anyone_else,1
5049,calm,1
5050,cool,1
5051,far,1
5052,integrity,1
5053,level,1
5054,moving,1
5055,properties,1
5056,two,1
5057,wouldnt,1
5058,read,1
5059,loan,2
5060,needs,1
5061,along,1
5062,support,1
5063,way,1
5064,loan_officer,1
5065,everything,1
5066,professionally,1
5067,top,1
5068,questions,1
5069,business,1
5070,well,1
5071,also,1
5072,best,2
5073,home,1
5074,work,1
5075,even,1
5076,every,1
5077,list,1
5078,week,1
5079,broker,1
5080,seemed,1
5081,complicated,2
5082,worked,1
5083,aaron,1
5084,ability,1
5085,across,1
5086,added,1
5087,advocated,1
5088,answers,1
5089,antebellum_home,1
5090,buy,1
5091,buyingselling,1
5092,change,1
5093,changes,1
5094,close,1
5095,closed_time,1
5096,component,1
5097,comps,1
5098,contingencies,1
5099,deals,2
5100,detailed,1
5101,due,1
5102,estate,1
5103,expanded,1
5104,expert,1
5105,families,1
5106,fees,1
5107,financial,1
5108,five,1
5109,got_done,1
5110,handled,1
5111,high,1
5112,homes,1
5113,impacts,1
5114,income,1
5115,interest_rate,1
5116,look,1
5117,market,1
5118,mattered,1
5119,military,1
5120,nasb_team,2
5121,opportunity,1
5122,origination,1
5123,pass,1
5124,patiently,1
5125,places,1
5126,pressure,1
5127,rally,1
5128,real,1
5129,retirement,1
5130,state,1
5131,stellar,1
5132,swapping,1
5133,tons,1
5134,tough,2
5135,tried,1
5136,verification,1
5137,versed,1
5138,weekends,1
5139,years,1
5140,read,1
5141,process,1
5142,beyond,1
5143,loan,1
5144,team,1
5145,went,1
5146,entire,1
5147,time,1
5148,family,1
5149,truly,1
5150,closed,1
5151,home,2
5152,know,1
5153,recommend,1
5154,different,1
5155,many,1
5156,required,1
5157,nasb,1
5158,antebellum_home,1
5159,changes,1
5160,closed_time,1
5161,military,1
5162,nasb_team,2
5163,retirement,1
5164,tough,1
5165,believe,1
5166,challenging,1
5167,complicate,1
5168,despite,1
5169,guide,1
5170,important,1
5171,loans,1
5172,loansespecially,1
5173,pull,1
5174,regulations,1
5175,rules,1
5176,stops,1
5177,read,1
5178,great_job,1
5179,professional,1
5180,thank,1
5181,loan,1
5182,team,1
5183,entire,1
5184,closed,1
5185,another,1
5186,class,1
5187,lender,1
5188,institution,1
5189,work,1
5190,like,1
5191,real,1
5192,act,1
5193,called,1
5194,come,1
5195,competitor,1
5196,current,1
5197,dallas,1
5198,dallas_goodlet,1
5199,days,1
5200,deserving,1
5201,getting,1
5202,originally,1
5203,pleasure,1
5204,saving,1
5205,special,1
5206,thousands,1
5207,process,1
5208,professional,1
5209,mortgage,2
5210,product,1
5211,service,3
5212,loan,1
5213,time,2
5214,closing,2
5215,timely,1
5216,company,1
5217,lender,1
5218,staff,1
5219,application,1
5220,home,1
5221,wife,1
5222,whole,1
5223,point,1
5224,nasb,2
5225,nasb_team,1
5226,origination,1
5227,dallas_goodlet,2
5228,applied,1
5229,appreciative,1
5230,assuring,1
5231,beat,1
5232,begin,1
5233,believability,1
5234,bids,1
5235,brent,1
5236,chose,1
5237,comments,1
5238,competitive,2
5239,completely,1
5240,completion,1
5241,convincing,1
5242,cost,1
5243,custer,1
5244,delivered,1
5245,kudos,1
5246,leader,1
5247,lending_tree,1
5248,matched,1
5249,none,1
5250,online,1
5251,price,1
5252,promised,1
5253,sales,1
5254,satisfied,2
5255,several,1
5256,signing,1
5257,slightly,1
5258,supportive,1
5259,truthful,1
5260,read,1
5261,process,1
5262,experience,1
5263,needed,1
5264,help,1
5265,working,1
5266,home_buying,1
5267,easy,1
5268,questions,1
5269,always,1
5270,another,1
5271,possible,1
5272,definitely_recommend,1
5273,ever,1
5274,made,1
5275,purchase,1
5276,work,1
5277,know,1
5278,answers,1
5279,buy,1
5280,amazing,1
5281,away,1
5282,buyers,1
5283,calling,1
5284,decide,1
5285,first_home,1
5286,jon,4
5287,offered,1
5288,phone_call,1
5289,potential,1
5290,ready,1
5291,since,1
5292,start,1
5293,stringent,1
5294,read,1
5295,housethanks,1
5296,process,1
5297,experience,1
5298,thanks,1
5299,making,1
5300,closed,1
5301,easy,1
5302,home,1
5303,purchase,1
5304,work,1
5305,nasb,2
5306,days,1
5307,chose,1
5308,amazing,2
5309,first_home,1
5310,agreement,1
5311,date,1
5312,informational,1
5313,preapproval,1
5314,within,1
5315,process,1
5316,helpful,1
5317,mortgage,2
5318,loan,2
5319,extremely,1
5320,knowledgeable,1
5321,shopping,1
5322,great,1
5323,quick,1
5324,made,1
5325,call,1
5326,jon,2
5327,accurate,1
5328,asset,1
5329,husband,1
5330,jon_barrett,1
5331,patient,1
5332,simple,1
5333,anyone,1
5334,give,1
5335,suggest,1
5336,process,1
5337,helpful,1
5338,mortgage,2
5339,loan,2
5340,along,1
5341,extremely,1
5342,knowledgeable,1
5343,great,1
5344,quick,1
5345,made,1
5346,jon,1
5347,accurate,1
5348,anyone_looking,1
5349,asset,1
5350,husband,1
5351,jon_barrett,1
5352,jons,1
5353,name,1
5354,passing,1
5355,patient,1
5356,simple,1
5357,experience,1
5358,time,1
5359,cant,2
5360,express,1
5361,family,1
5362,took,1
5363,easy,1
5364,best,2
5365,ever,1
5366,options,1
5367,many,1
5368,never,1
5369,mistake,1
5370,experience_working,1
5371,nasb,2
5372,far,1
5373,homes,1
5374,military,1
5375,authenticity,1
5376,awesome,1
5377,bryant,3
5378,discuss,1
5379,going,1
5380,incredibly,1
5381,instantly,1
5382,ive,1
5383,knew,1
5384,makes,1
5385,met,1
5386,purchased,1
5387,refinanced,1
5388,small,1
5389,read,1
5390,loan_officer,1
5391,get,1
5392,possible,1
5393,best,1
5394,could,1
5395,best_rate,1
5396,exceeded_expectations,1
5397,highly_recommended,1
5398,hoped,1
5399,jeff,1
5400,worked_hard,1
5401,process,2
5402,professional,1
5403,helpful,1
5404,highly_recommend,1
5405,loan,2
5406,help,1
5407,smooth,1
5408,answered,1
5409,easy,1
5410,questions,1
5411,knowledgeable,1
5412,one,1
5413,home,1
5414,made,1
5415,transaction,1
5416,work,1
5417,refi,2
5418,gone,1
5419,years,1
5420,several,1
5421,since,1
5422,start,1
5423,adam,3
5424,attention,1
5425,confident,1
5426,detail,1
5427,great_work,1
5428,hesitate,1
5429,talking,1
5430,thru,1
5431,timely_manner,1
5432,unsure,1
5433,weve,1
5434,read,1
5435,process,1
5436,mortgage,1
5437,responsive,1
5438,back,1
5439,easy,1
5440,got,1
5441,questions,1
5442,always,1
5443,knowledgeable,1
5444,quickly,1
5445,great,1
5446,made,1
5447,answers,1
5448,tedious,1
5449,website,1
5450,mortgage,2
5451,closing,1
5452,easy,1
5453,knowledgeable,1
5454,definitely_recommend,1
5455,best,1
5456,home,1
5457,made,1
5458,request,1
5459,entire_process,1
5460,nasb,2
5461,far,1
5462,lending_tree,1
5463,anyone_looking,1
5464,alex_madewell,2
5465,banks,1
5466,multiple,1
5467,offer,1
5468,offers,1
5469,received,1
5470,seamless,1
5471,surprises,1
5472,helpful,1
5473,loan,1
5474,time,1
5475,done,1
5476,closed,1
5477,get,1
5478,didnt,1
5479,know,1
5480,end,1
5481,issues,1
5482,getting,1
5483,able,1
5484,rob,1
5485,still,1
5486,professional,1
5487,encountered,1
5488,team,1
5489,time,1
5490,closing,1
5491,answered,1
5492,got,1
5493,questions,1
5494,responses,1
5495,despite,1
5496,great_work,1
5497,peter,1
5498,prompt,1
5499,roadblocks,1
5500,somehow,1
5501,various,1
5502,professional,1
5503,beyond,1
5504,communication,1
5505,closed,1
5506,knowledgeable,1
5507,first_time,1
5508,brought,1
5509,recommend,1
5510,touch,1
5511,friendly,1
5512,highly_recommended,1
5513,worked_hard,1
5514,adam,1
5515,aspects,1
5516,buying_house,1
5517,came,1
5518,clear,1
5519,congratulations,1
5520,effective,1
5521,ensure,1
5522,everyone_know,1
5523,hand,1
5524,necessary,1
5525,note,1
5526,personal,1
5527,sending,1
5528,skills,1
5529,spoke,1
5530,taken_care,1
5531,written,1
5532,read,1
5533,thank,1
5534,saved,1
5535,beginning,1
5536,working,1
5537,closing,1
5538,first_time,1
5539,guidance,1
5540,even,1
5541,stepped,1
5542,mistake,1
5543,call,1
5544,entire_process,1
5545,buy,1
5546,real,1
5547,thousands,1
5548,first_home,1
5549,jon,1
5550,jon_barrett,1
5551,read,1
5552,contract,1
5553,beginning_end,1
5554,guy,1
5555,ill,1
5556,certainly,2
5557,homebuyer,1
5558,hope,1
5559,alievatied,1
5560,barrett,2
5561,buying,1
5562,enjoyed,1
5563,errounous,1
5564,expertise,1
5565,faced,1
5566,identifying,1
5567,stand,1
5568,stood,1
5569,uncertainties,1
5570,walked,1
5571,wire,1
5572,money,1
5573,team,1
5574,thanks,1
5575,beginning,1
5576,closing,1
5577,pleasure_working,1
5578,couldnt,1
5579,know,1
5580,even,2
5581,please,1
5582,call,1
5583,nasb,2
5584,buy,1
5585,came,1
5586,helping,1
5587,ill,1
5588,big,1
5589,save,1
5590,barrett,4
5591,courtesy,1
5592,guided,1
5593,journey,1
5594,rescue,1
5595,respect,1
5596,upmost,1
5597,process,1
5598,mortgage,1
5599,smooth,1
5600,always,1
5601,application,1
5602,first_time,1
5603,gave,1
5604,even,1
5605,recommend,1
5606,throughout,1
5607,day,1
5608,became,2
5609,entire_process,1
5610,financial,1
5611,guide,1
5612,online,1
5613,bryant,3
5614,prompt,1
5615,clear,1
5616,problem,1
5617,telling,1
5618,anyone,1
5619,read,1
5620,cared,1
5621,dont,1
5622,path,1
5623,understanding,1
5624,happening,1
5625,next,1
5626,speak,1
5627,steps,1
5628,homebuyer,1
5629,best_interest,1
5630,blindly,1
5631,bumps,1
5632,explanations,1
5633,genuinely,1
5634,homeowners,1
5635,kind,1
5636,recall,1
5637,road,1
5638,seeking,1
5639,walking,1
5640,wisdom,1
5641,got,2
5642,best,1
5643,deal,1
5644,work,1
5645,even,1
5646,better,1
5647,matched,1
5648,price,1
5649,fortunate,1
5650,excellent,1
5651,time,1
5652,thorough,1
5653,easy,1
5654,got,1
5655,home,1
5656,work,2
5657,rate,1
5658,buy,1
5659,next,1
5660,ill,1
5661,alex,1
5662,absoltely,1
5663,diligent,1
5664,persistent,1
5665,mortgage,2
5666,experience,1
5667,back,1
5668,best,1
5669,ever,2
5670,looking,1
5671,wife,1
5672,know,1
5673,recommend,1
5674,companies,1
5675,different,1
5676,nasb,1
5677,worked,1
5678,far,1
5679,homes,1
5680,market,1
5681,years,1
5682,brent,1
5683,custer,1
5684,several,1
5685,purchased,1
5686,experienced,1
5687,number,1
5688,anyone,1
5689,definitely,1
5690,jeremy,1
5691,thanks,1
5692,time,1
5693,customer_service,1
5694,working,1
5695,great,1
5696,close,1
5697,called,1
5698,respectful,1
5699,always_available,1
5700,hard,1
5701,extra,1
5702,thank,1
5703,previous,1
5704,team,1
5705,thanks,1
5706,happy,1
5707,turned,1
5708,working,1
5709,everything,1
5710,get,1
5711,lender,1
5712,possible,1
5713,home,1
5714,kept,1
5715,like,1
5716,brent,2
5717,felt,1
5718,encouraging,1
5719,meet,1
5720,deadline,1
5721,owners,1
5722,found,2
5723,loan,1
5724,time,2
5725,closed,1
5726,always,2
5727,get,1
5728,told,2
5729,first,1
5730,home,3
5731,made,1
5732,make,1
5733,wanted,2
5734,hold,1
5735,recommend,1
5736,buy,1
5737,brent,1
5738,cost,1
5739,within,1
5740,going,1
5741,knew,1
5742,offer,1
5743,months,2
5744,weeks_later,2
5745,purchasing,1
5746,contacted,1
5747,honestly,1
5748,responded,1
5749,anyone,1
5750,read,1
5751,talked,1
5752,thought,1
5753,daily,1
5754,felt_like,1
5755,whole_process,1
5756,hour,1
5757,control,1
5758,morning,1
5759,put,1
5760,ago,1
5761,feel_comfortable,1
5762,inquired,1
5763,lease,1
5764,much_easier,1
5765,rolling,1
5766,serious,1
5767,process,1
5768,time,1
5769,took,1
5770,home_buying,1
5771,making,1
5772,cares,1
5773,really,1
5774,got,1
5775,using,1
